model,size,alpha,start,end,TOP,task,role,correct,E_count,invalid,total,accuracy_percentage,suite,refusal_enabled,refusal_label
llama3,8B,4,11,20,20,Biology,non biology expert,273,0,78,351,77.78,default,0,
llama3,8B,4,11,20,20,Biology,biology expert,289,0,62,351,82.34,default,0,
llama3,8B,4,11,20,20,Biology,neutral,289,0,62,351,82.34,default,0,
llama3,8B,4,11,20,20,Business,non business expert,134,0,426,560,23.93,default,0,
llama3,8B,4,11,20,20,Business,business expert,136,0,424,560,24.29,default,0,
llama3,8B,4,11,20,20,Business,neutral,148,0,412,560,26.43,default,0,
llama3,8B,4,11,20,20,Chemistry,non chemistry expert,81,0,427,508,15.94,default,0,
llama3,8B,4,11,20,20,Chemistry,chemistry expert,90,0,418,508,17.72,default,0,
llama3,8B,4,11,20,20,Chemistry,neutral,97,0,411,508,19.09,default,0,
llama3,8B,4,11,20,20,ComputerScience,non computerscience expert,37,0,23,60,61.67,default,0,
llama3,8B,4,11,20,20,ComputerScience,computerscience expert,37,0,23,60,61.67,default,0,
llama3,8B,4,11,20,20,ComputerScience,neutral,37,0,23,60,61.67,default,0,
llama3,8B,4,11,20,20,EECS,non eecs expert,12,0,64,76,15.79,default,0,
llama3,8B,4,11,20,20,EECS,eecs expert,12,0,64,76,15.79,default,0,
llama3,8B,4,11,20,20,EECS,neutral,19,0,57,76,25.0,default,0,
llama3,8B,4,11,20,20,Economics,non economics expert,244,0,156,400,61.0,default,0,
llama3,8B,4,11,20,20,Economics,economics expert,252,0,148,400,63.0,default,0,
llama3,8B,4,11,20,20,Economics,neutral,248,0,152,400,62.0,default,0,
llama3,8B,4,11,20,20,ElectricCircuits,non electriccircuits expert,21,0,46,67,31.34,default,0,
llama3,8B,4,11,20,20,ElectricCircuits,electriccircuits expert,21,0,46,67,31.34,default,0,
llama3,8B,4,11,20,20,ElectricCircuits,neutral,20,0,47,67,29.85,default,0,
llama3,8B,4,11,20,20,ElectricalMachines,non electricalmachines expert,37,0,65,102,36.27,default,0,
llama3,8B,4,11,20,20,ElectricalMachines,electricalmachines expert,39,0,63,102,38.24,default,0,
llama3,8B,4,11,20,20,ElectricalMachines,neutral,39,0,63,102,38.24,default,0,
llama3,8B,4,11,20,20,Electromagnetics,non electromagnetics expert,23,0,77,100,23.0,default,0,
llama3,8B,4,11,20,20,Electromagnetics,electromagnetics expert,30,0,70,100,30.0,default,0,
llama3,8B,4,11,20,20,Electromagnetics,neutral,29,0,71,100,29.0,default,0,
llama3,8B,4,11,20,20,ElectronicCommunications,non electroniccommunications expert,28,0,87,115,24.35,default,0,
llama3,8B,4,11,20,20,ElectronicCommunications,electroniccommunications expert,26,0,89,115,22.61,default,0,
llama3,8B,4,11,20,20,ElectronicCommunications,neutral,26,0,89,115,22.61,default,0,
llama3,8B,4,11,20,20,Finance,non finance expert,7,0,67,74,9.46,default,0,
llama3,8B,4,11,20,20,Finance,finance expert,11,0,63,74,14.86,default,0,
llama3,8B,4,11,20,20,Finance,neutral,12,0,62,74,16.22,default,0,
llama3,8B,4,11,20,20,FluidMechanics,non fluidmechanics expert,19,0,46,65,29.23,default,0,
llama3,8B,4,11,20,20,FluidMechanics,fluidmechanics expert,20,0,45,65,30.77,default,0,
llama3,8B,4,11,20,20,FluidMechanics,neutral,19,0,46,65,29.23,default,0,
llama3,8B,4,11,20,20,Genetics,non genetics expert,61,0,86,147,41.5,default,0,
llama3,8B,4,11,20,20,Genetics,genetics expert,61,0,86,147,41.5,default,0,
llama3,8B,4,11,20,20,Genetics,neutral,68,0,79,147,46.26,default,0,
llama3,8B,4,11,20,20,HeatTransfer,non heattransfer expert,16,0,50,66,24.24,default,0,
llama3,8B,4,11,20,20,HeatTransfer,heattransfer expert,24,0,42,66,36.36,default,0,
llama3,8B,4,11,20,20,HeatTransfer,neutral,26,0,40,66,39.39,default,0,
llama3,8B,4,11,20,20,MachineDesign,non machinedesign expert,15,0,55,70,21.43,default,0,
llama3,8B,4,11,20,20,MachineDesign,machinedesign expert,16,0,54,70,22.86,default,0,
llama3,8B,4,11,20,20,MachineDesign,neutral,19,0,51,70,27.14,default,0,
llama3,8B,4,11,20,20,Math,non math expert,54,0,290,344,15.7,default,0,
llama3,8B,4,11,20,20,Math,math expert,58,0,286,344,16.86,default,0,
llama3,8B,4,11,20,20,Math,neutral,57,0,287,344,16.57,default,0,
llama3,8B,4,11,20,20,Mechanics,non mechanics expert,8,0,25,33,24.24,default,0,
llama3,8B,4,11,20,20,Mechanics,mechanics expert,12,0,21,33,36.36,default,0,
llama3,8B,4,11,20,20,Mechanics,neutral,12,0,21,33,36.36,default,0,
llama3,8B,4,11,20,20,Optics,non optics expert,38,0,155,193,19.69,default,0,
llama3,8B,4,11,20,20,Optics,optics expert,49,0,144,193,25.39,default,0,
llama3,8B,4,11,20,20,Optics,neutral,51,0,142,193,26.42,default,0,
llama3,8B,4,11,20,20,OrganicChemistry,non organicchemistry expert,6,0,11,17,35.29,default,0,
llama3,8B,4,11,20,20,OrganicChemistry,organicchemistry expert,5,0,12,17,29.41,default,0,
llama3,8B,4,11,20,20,OrganicChemistry,neutral,6,0,11,17,35.29,default,0,
llama3,8B,4,11,20,20,PhysicalChemistry,non physicalchemistry expert,47,0,169,216,21.76,default,0,
llama3,8B,4,11,20,20,PhysicalChemistry,physicalchemistry expert,47,0,169,216,21.76,default,0,
llama3,8B,4,11,20,20,PhysicalChemistry,neutral,49,0,167,216,22.69,default,0,
llama3,8B,4,11,20,20,Physics,non physics expert,95,0,400,495,19.19,default,0,
llama3,8B,4,11,20,20,Physics,physics expert,99,0,396,495,20.0,default,0,
llama3,8B,4,11,20,20,Physics,neutral,109,0,386,495,22.02,default,0,
llama3,8B,4,11,20,20,Psychology,non psychology expert,234,0,71,305,76.72,default,0,
llama3,8B,4,11,20,20,Psychology,psychology expert,244,0,61,305,80.0,default,0,
llama3,8B,4,11,20,20,Psychology,neutral,246,0,59,305,80.66,default,0,
llama3,8B,4,11,20,20,Thermodynamics,non thermodynamics expert,42,0,127,169,24.85,default,0,
llama3,8B,4,11,20,20,Thermodynamics,thermodynamics expert,45,0,124,169,26.63,default,0,
llama3,8B,4,11,20,20,Thermodynamics,neutral,48,0,121,169,28.4,default,0,
llama3,8B,4,11,20,20,TransportPhenomena,non transportphenomena expert,50,0,98,148,33.78,default,0,
llama3,8B,4,11,20,20,TransportPhenomena,transportphenomena expert,50,0,98,148,33.78,default,0,
llama3,8B,4,11,20,20,TransportPhenomena,neutral,53,0,95,148,35.81,default,0,
llama3,8B,4,11,20,20,abstract algebra,non abstract algebra expert,18,0,65,83,21.69,default,0,
llama3,8B,4,11,20,20,abstract algebra,abstract algebra expert,20,0,63,83,24.1,default,0,
llama3,8B,4,11,20,20,abstract algebra,neutral,19,0,64,83,22.89,default,0,
llama3,8B,4,11,20,20,anatomy,non anatomy expert,36,0,43,79,45.57,default,0,
llama3,8B,4,11,20,20,anatomy,anatomy expert,33,0,46,79,41.77,default,0,
llama3,8B,4,11,20,20,anatomy,neutral,33,0,46,79,41.77,default,0,
llama3,8B,4,11,20,20,astronomy,non astronomy expert,31,0,49,80,38.75,default,0,
llama3,8B,4,11,20,20,astronomy,astronomy expert,34,0,46,80,42.5,default,0,
llama3,8B,4,11,20,20,astronomy,neutral,33,0,47,80,41.25,default,0,
llama3,8B,4,11,20,20,atkins,non atkins expert,28,0,73,101,27.72,default,0,
llama3,8B,4,11,20,20,atkins,atkins expert,31,0,70,101,30.69,default,0,
llama3,8B,4,11,20,20,atkins,neutral,31,0,70,101,30.69,default,0,
llama3,8B,4,11,20,20,business ethics,non business ethics expert,20,0,23,43,46.51,default,0,
llama3,8B,4,11,20,20,business ethics,business ethics expert,18,0,25,43,41.86,default,0,
llama3,8B,4,11,20,20,business ethics,neutral,17,0,26,43,39.53,default,0,
llama3,8B,4,11,20,20,calculus,non calculus expert,9,0,31,40,22.5,default,0,
llama3,8B,4,11,20,20,calculus,calculus expert,9,0,31,40,22.5,default,0,
llama3,8B,4,11,20,20,calculus,neutral,10,0,30,40,25.0,default,0,
llama3,8B,4,11,20,20,chemmc,non chemmc expert,9,0,24,33,27.27,default,0,
llama3,8B,4,11,20,20,chemmc,chemmc expert,10,0,23,33,30.3,default,0,
llama3,8B,4,11,20,20,chemmc,neutral,9,0,24,33,27.27,default,0,
llama3,8B,4,11,20,20,class,non class expert,11,0,34,45,24.44,default,0,
llama3,8B,4,11,20,20,class,class expert,11,0,34,45,24.44,default,0,
llama3,8B,4,11,20,20,class,neutral,11,0,34,45,24.44,default,0,
llama3,8B,4,11,20,20,clinical knowledge,non clinical knowledge expert,36,0,36,72,50.0,default,0,
llama3,8B,4,11,20,20,clinical knowledge,clinical knowledge expert,38,0,34,72,52.78,default,0,
llama3,8B,4,11,20,20,clinical knowledge,neutral,38,0,34,72,52.78,default,0,
llama3,8B,4,11,20,20,college biology,non college biology expert,41,0,38,79,51.9,default,0,
llama3,8B,4,11,20,20,college biology,college biology expert,40,0,39,79,50.63,default,0,
llama3,8B,4,11,20,20,college biology,neutral,40,0,39,79,50.63,default,0,
llama3,8B,4,11,20,20,college chemistry,non college chemistry expert,19,0,44,63,30.16,default,0,
llama3,8B,4,11,20,20,college chemistry,college chemistry expert,20,0,43,63,31.75,default,0,
