model,size,alpha,start,end,TOP,task,role,correct,E_count,invalid,total,accuracy_percentage,suite,refusal_enabled,refusal_label
qwen3,8B,4,17,26,20,Biology,non biology expert,301,0,50,351,85.75,default,0,
qwen3,8B,4,17,26,20,Biology,biology expert,301,0,50,351,85.75,default,0,
qwen3,8B,4,17,26,20,Biology,neutral,303,0,48,351,86.32,default,0,
qwen3,8B,4,17,26,20,Business,non business expert,177,0,383,560,31.61,default,0,
qwen3,8B,4,17,26,20,Business,business expert,176,0,384,560,31.43,default,0,
qwen3,8B,4,17,26,20,Business,neutral,176,0,384,560,31.43,default,0,
qwen3,8B,4,17,26,20,Chemistry,non chemistry expert,166,0,342,508,32.68,default,0,
qwen3,8B,4,17,26,20,Chemistry,chemistry expert,160,0,348,508,31.5,default,0,
qwen3,8B,4,17,26,20,Chemistry,neutral,166,0,342,508,32.68,default,0,
qwen3,8B,4,17,26,20,ComputerScience,non computerscience expert,38,0,22,60,63.33,default,0,
qwen3,8B,4,17,26,20,ComputerScience,computerscience expert,37,0,23,60,61.67,default,0,
qwen3,8B,4,17,26,20,ComputerScience,neutral,38,0,22,60,63.33,default,0,
qwen3,8B,4,17,26,20,EECS,non eecs expert,25,0,51,76,32.89,default,0,
qwen3,8B,4,17,26,20,EECS,eecs expert,23,0,53,76,30.26,default,0,
qwen3,8B,4,17,26,20,EECS,neutral,22,0,54,76,28.95,default,0,
qwen3,8B,4,17,26,20,Economics,non economics expert,253,0,147,400,63.25,default,0,
qwen3,8B,4,17,26,20,Economics,economics expert,260,0,140,400,65.0,default,0,
qwen3,8B,4,17,26,20,Economics,neutral,263,0,137,400,65.75,default,0,
qwen3,8B,4,17,26,20,ElectricCircuits,non electriccircuits expert,25,0,42,67,37.31,default,0,
qwen3,8B,4,17,26,20,ElectricCircuits,electriccircuits expert,24,0,43,67,35.82,default,0,
qwen3,8B,4,17,26,20,ElectricCircuits,neutral,23,0,44,67,34.33,default,0,
qwen3,8B,4,17,26,20,ElectricalMachines,non electricalmachines expert,44,0,58,102,43.14,default,0,
qwen3,8B,4,17,26,20,ElectricalMachines,electricalmachines expert,45,0,57,102,44.12,default,0,
qwen3,8B,4,17,26,20,ElectricalMachines,neutral,47,0,55,102,46.08,default,0,
qwen3,8B,4,17,26,20,Electromagnetics,non electromagnetics expert,30,0,70,100,30.0,default,0,
qwen3,8B,4,17,26,20,Electromagnetics,electromagnetics expert,33,0,67,100,33.0,default,0,
qwen3,8B,4,17,26,20,Electromagnetics,neutral,32,0,68,100,32.0,default,0,
qwen3,8B,4,17,26,20,ElectronicCommunications,non electroniccommunications expert,51,0,64,115,44.35,default,0,
